,ID_hecho,FECHA,ROL,VICTIMA,SEXO,EDAD,GRAVEDAD
240,2017-0110,2017-09-06,PEATON,PEATON,MASCULINO,56.0,FATAL
241,2017-0111,2017-09-07,PEATON,PEATON,FEMENINO,79.0,FATAL
242,2017-0112,2017-09-10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1.0,FATAL
243,2017-0112,2017-09-10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,,FATAL
244,2017-0113,2017-09-11,PEATON,PEATON,FEMENINO,76.0,FATAL
245,2017-0114,2017-09-15,CONDUCTOR,AUTO,MASCULINO,26.0,FATAL
246,2017-0115,2017-09-19,CONDUCTOR,MOTO,MASCULINO,34.0,FATAL
247,2017-0116,2017-09-20,CONDUCTOR,MOTO,MASCULINO,22.0,FATAL
248,2017-0118,2017-09-22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,FATAL
249,2017-0120,2017-10-02,CONDUCTOR,MOTO,MASCULINO,20.0,FATAL
250,2017-0123,2017-10-10,PEATON,PEATON,FEMENINO,36.0,FATAL
251,2017-0124,2017-10-12,CONDUCTOR,MOTO,MASCULINO,51.0,FATAL
252,2017-0125,2017-10-13,CONDUCTOR,MOTO,MASCULINO,29.0,FATAL
253,2017-0126,2017-10-14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39.0,FATAL
254,2017-0126,2017-10-14,CONDUCTOR,AUTO,MASCULINO,36.0,FATAL
255,2017-0127,2017-10-16,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24.0,FATAL
256,2017-0128,2017-10-17,PEATON,PEATON,FEMENINO,60.0,FATAL
257,2017-0129,2017-10-26,CONDUCTOR,MOTO,MASCULINO,57.0,FATAL
258,2017-0130,2017-10-27,CONDUCTOR,AUTO,MASCULINO,23.0,FATAL
259,2017-0132,2017-10-30,CONDUCTOR,MOTO,MASCULINO,23.0,FATAL
260,2017-0134,2017-11-06,PEATON,PEATON,FEMENINO,47.0,FATAL
261,2017-0135,2017-11-07,CONDUCTOR,MOTO,MASCULINO,24.0,FATAL
262,2017-0136,2017-11-16,PEATON,PEATON,MASCULINO,55.0,FATAL
263,2017-0137,2017-11-17,PEATON,PEATON,FEMENINO,60.0,FATAL
264,2017-0138,2017-11-19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0,FATAL
265,2017-0139,2017-11-19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15.0,FATAL
266,2017-0140,2017-11-19,CONDUCTOR,MOTO,MASCULINO,24.0,FATAL
267,2017-0141,2017-11-23,PEATON,PEATON,FEMENINO,22.0,FATAL
268,2017-0143,2017-11-25,CONDUCTOR,AUTO,MASCULINO,50.0,FATAL
269,2017-0144,2017-11-26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50.0,FATAL
270,2017-0145,2017-11-26,CONDUCTOR,MOTO,MASCULINO,58.0,FATAL
271,2017-0147,2017-11-28,CONDUCTOR,MOTO,MASCULINO,49.0,FATAL
272,2017-0148,2017-11-29,PEATON,PEATON,FEMENINO,82.0,FATAL
273,2017-0149,2017-11-30,PEATON,PEATON,MASCULINO,13.0,FATAL
274,2017-0150,2017-12-04,PEATON,PEATON,MASCULINO,56.0,FATAL
275,2017-0151,2017-12-04,PEATON,PEATON,MASCULINO,,FATAL
276,2017-0152,2017-12-06,CICLISTA,BICICLETA,MASCULINO,19.0,FATAL
277,2017-0153,2017-12-11,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,,FATAL
278,2017-0153,2017-12-11,CONDUCTOR,MOTO,MASCULINO,30.0,FATAL
279,2017-0154,2017-12-11,PEATON,PEATON,MASCULINO,76.0,FATAL
280,2017-0155,2017-12-12,,,MASCULINO,77.0,FATAL
281,2017-0157,2017-12-17,CONDUCTOR,AUTO,MASCULINO,53.0,FATAL
282,2017-0158,2017-12-18,CONDUCTOR,MOTO,MASCULINO,32.0,FATAL
283,2017-0159,2017-12-20,CONDUCTOR,MOTO,MASCULINO,27.0,FATAL
284,2017-0160,2017-12-22,PEATON,PEATON,FEMENINO,30.0,FATAL
285,2017-0161,2017-12-26,PEATON,PEATON,FEMENINO,30.0,FATAL
286,2018-0001,2018-01-01,PEATON,PEATON,MASCULINO,83.0,FATAL
287,2018-0002,2018-01-03,CICLISTA,BICICLETA,FEMENINO,26.0,FATAL
288,2018-0003,2018-01-05,PEATON,PEATON,FEMENINO,58.0,FATAL
289,2018-0004,2018-01-09,CONDUCTOR,MOTO,MASCULINO,39.0,FATAL
290,2018-0005,2018-01-09,PEATON,PEATON,MASCULINO,54.0,FATAL
291,2018-0006,2018-01-10,CICLISTA,BICICLETA,FEMENINO,45.0,FATAL
292,2018-0007,2018-01-11,CONDUCTOR,AUTO,MASCULINO,46.0,FATAL
293,2018-0008,2018-01-12,CONDUCTOR,MOTO,FEMENINO,32.0,FATAL
294,2018-0009,2018-01-14,CONDUCTOR,MOTO,MASCULINO,19.0,FATAL
295,2018-0010,2018-01-18,CONDUCTOR,MOTO,MASCULINO,40.0,FATAL
296,2018-0011,2018-01-19,PEATON,PEATON,MASCULINO,84.0,FATAL
297,2018-0012,2018-01-26,CONDUCTOR,MOTO,MASCULINO,20.0,FATAL
298,2018-0013,2018-01-28,CONDUCTOR,MOTO,MASCULINO,44.0,FATAL
299,2018-0014,2018-01-31,PEATON,PEATON,MASCULINO,,FATAL
300,2018-0015,2018-02-06,CONDUCTOR,MOTO,MASCULINO,28.0,FATAL
301,2018-0015,2018-02-06,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19.0,FATAL
302,2018-0016,2018-02-15,CONDUCTOR,MOTO,MASCULINO,31.0,FATAL
303,2018-0017,2018-02-17,PEATON,PEATON,MASCULINO,35.0,FATAL
304,2018-0018,2018-02-17,CONDUCTOR,MOTO,MASCULINO,26.0,FATAL
305,2018-0019,2018-02-17,PEATON,PEATON,FEMENINO,80.0,FATAL
306,2018-0020,2018-02-19,CONDUCTOR,MOTO,MASCULINO,26.0,FATAL
307,2018-0021,2018-02-22,PEATON,PEATON,FEMENINO,62.0,FATAL
308,2018-0022,2018-02-24,CONDUCTOR,MOTO,MASCULINO,28.0,FATAL
309,2018-0023,2018-02-24,CONDUCTOR,MOTO,MASCULINO,28.0,FATAL
310,2018-0024,2018-02-28,PEATON,PEATON,MASCULINO,70.0,FATAL
311,2018-0025,2018-03-04,PEATON,PEATON,MASCULINO,70.0,FATAL
312,2018-0026,2018-03-09,CONDUCTOR,MOVIL,MASCULINO,24.0,FATAL
313,2018-0026,2018-03-09,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30.0,FATAL
314,2018-0027,2018-03-11,PEATON,PEATON,FEMENINO,74.0,FATAL
315,2018-0028,2018-03-13,PEATON,PEATON,MASCULINO,71.0,FATAL
316,2018-0029,2018-03-15,CONDUCTOR,MOTO,MASCULINO,26.0,FATAL
317,2018-0030,2018-03-20,CONDUCTOR,MOTO,MASCULINO,24.0,FATAL
318,2018-0031,2018-03-28,CONDUCTOR,MOTO,MASCULINO,31.0,FATAL
319,2018-0032,2018-04-02,PEATON,PEATON,MASCULINO,70.0,FATAL
320,2018-0033,2018-04-07,CONDUCTOR,MOTO,FEMENINO,42.0,FATAL
321,2018-0034,2018-04-11,PEATON,PEATON,MASCULINO,24.0,FATAL
322,2018-0035,2018-04-12,PEATON,PEATON,FEMENINO,39.0,FATAL
323,2018-0036,2018-04-13,CONDUCTOR,MOTO,MASCULINO,37.0,FATAL
324,2018-0037,2018-04-18,PEATON,PEATON,MASCULINO,84.0,FATAL
325,2018-0038,2018-04-20,PEATON,PEATON,FEMENINO,59.0,FATAL
326,2018-0038,2018-04-20,PEATON,PEATON,MASCULINO,61.0,FATAL
327,2018-0039,2018-04-21,PEATON,PEATON,MASCULINO,37.0,FATAL
328,2018-0040,2018-04-27,PEATON,PEATON,FEMENINO,,FATAL
329,2018-0041,2018-04-27,PEATON,PEATON,FEMENINO,78.0,FATAL
330,2018-0042,2018-04-27,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23.0,FATAL
331,2018-0043,2018-04-28,CONDUCTOR,MOTO,MASCULINO,25.0,FATAL
332,2018-0044,2018-04-28,PEATON,PEATON,FEMENINO,50.0,FATAL
333,2018-0045,2018-04-30,CONDUCTOR,AUTO,MASCULINO,60.0,FATAL
334,2018-0046,2018-05-02,PEATON,PEATON,MASCULINO,11.0,FATAL
335,2018-0047,2018-05-08,PEATON,PEATON,MASCULINO,82.0,FATAL
336,2018-0048,2018-05-09,PEATON,PEATON,MASCULINO,57.0,FATAL
337,2018-0049,2018-05-11,PEATON,PEATON,FEMENINO,40.0,FATAL
338,2018-0050,2018-05-14,PEATON,PEATON,FEMENINO,47.0,FATAL
339,2018-0051,2018-05-15,PEATON,PEATON,FEMENINO,57.0,FATAL
340,2018-0052,2018-05-18,PEATON,PEATON,MASCULINO,78.0,FATAL
341,2018-0053,2018-05-20,CONDUCTOR,MOTO,MASCULINO,43.0,FATAL
342,2018-0054,2018-05-22,PEATON,PEATON,FEMENINO,86.0,FATAL
343,2018-0055,2018-05-29,CONDUCTOR,MOTO,MASCULINO,21.0,FATAL
344,2018-0056,2018-06-02,PEATON,PEATON,FEMENINO,69.0,FATAL
345,2018-0057,2018-06-03,CONDUCTOR,MOTO,MASCULINO,33.0,FATAL
346,2018-0058,2018-06-03,CONDUCTOR,MOTO,MASCULINO,26.0,FATAL
347,2018-0059,2018-06-08,CONDUCTOR,MOTO,MASCULINO,54.0,FATAL
348,2018-0060,2018-06-08,PEATON,PEATON,MASCULINO,51.0,FATAL
349,2018-0061,2018-06-10,CONDUCTOR,MOTO,MASCULINO,51.0,FATAL
350,2018-0062,2018-06-14,PEATON,PEATON,MASCULINO,32.0,FATAL
351,2018-0063,2018-06-16,PEATON,PEATON,FEMENINO,28.0,FATAL
352,2018-0064,2018-06-25,CONDUCTOR,AUTO,MASCULINO,30.0,FATAL
353,2018-0065,2018-06-26,CONDUCTOR,MOTO,MASCULINO,35.0,FATAL
354,2018-0066,2018-06-28,PEATON,PEATON,MASCULINO,73.0,FATAL
355,2018-0067,2018-06-29,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81.0,FATAL
356,2018-0068,2018-07-01,CONDUCTOR,MOTO,MASCULINO,21.0,FATAL
357,2018-0069,2018-07-04,CICLISTA,BICICLETA,MASCULINO,20.0,FATAL
358,2018-0070,2018-07-07,CONDUCTOR,MOTO,MASCULINO,33.0,FATAL
359,2018-0071,2018-07-10,CONDUCTOR,MOTO,MASCULINO,,FATAL
360,2018-0072,2018-07-11,CONDUCTOR,MOTO,MASCULINO,27.0,FATAL
361,2018-0073,2018-07-11,PEATON,PEATON,FEMENINO,67.0,FATAL
362,2018-0074,2018-07-14,CONDUCTOR,AUTO,MASCULINO,25.0,FATAL
363,2018-0075,2018-07-15,PEATON,PEATON,MASCULINO,23.0,FATAL
364,2018-0076,2018-07-16,CONDUCTOR,AUTO,MASCULINO,73.0,FATAL
365,2018-0077,2018-07-16,CONDUCTOR,AUTO,MASCULINO,58.0,FATAL
366,2018-0078,2018-07-21,PEATON,PEATON,MASCULINO,27.0,FATAL
367,2018-0079,2018-07-23,PEATON,PEATON,MASCULINO,,FATAL
368,2018-0080,2018-07-25,PEATON,PEATON,MASCULINO,26.0,FATAL
369,2018-0081,2018-07-29,PEATON,PEATON,MASCULINO,35.0,FATAL
370,2018-0082,2018-08-01,CONDUCTOR,MOTO,FEMENINO,17.0,FATAL
371,2018-0083,2018-08-02,CONDUCTOR,MOTO,MASCULINO,,FATAL
372,2018-0084,2018-08-03,PEATON,PEATON,MASCULINO,45.0,FATAL
373,2018-0085,2018-08-03,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,FATAL
374,2018-0085,2018-08-03,CONDUCTOR,MOTO,MASCULINO,30.0,FATAL
375,2018-0086,2018-08-10,PEATON,PEATON,MASCULINO,40.0,FATAL
376,2018-0087,2018-08-15,PEATON,PEATON,MASCULINO,75.0,FATAL
377,2018-0088,2018-08-17,CONDUCTOR,MOTO,MASCULINO,,FATAL
378,2018-0089,2018-08-17,PEATON,PEATON,MASCULINO,80.0,FATAL
379,2018-0090,2018-08-18,CONDUCTOR,MOTO,MASCULINO,27.0,FATAL
380,2018-0091,2018-08-19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,FATAL
381,2018-0092,2018-08-20,CONDUCTOR,MOTO,MASCULINO,23.0,FATAL
382,2018-0093,2018-08-20,PEATON,PEATON,MASCULINO,24.0,FATAL
383,2018-0094,2018-08-23,CONDUCTOR,MOTO,MASCULINO,32.0,FATAL
384,2018-0095,2018-08-26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49.0,FATAL
385,2018-0096,2018-08-31,PEATON,PEATON,MASCULINO,39.0,FATAL
386,2018-0097,2018-09-02,CONDUCTOR,AUTO,FEMENINO,35.0,FATAL
387,2018-0098,2018-09-09,CONDUCTOR,AUTO,MASCULINO,55.0,FATAL
388,2018-0098,2018-09-09,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54.0,FATAL
389,2018-0099,2018-09-12,PEATON,PEATON,MASCULINO,18.0,FATAL
390,2018-0100,2018-09-20,,MOTO,FEMENINO,33.0,FATAL
391,2018-0101,2018-09-21,CONDUCTOR,AUTO,MASCULINO,,FATAL
392,2018-0102,2018-09-21,CONDUCTOR,MOTO,MASCULINO,20.0,FATAL
393,2018-0103,2018-09-27,PEATON,PEATON,MASCULINO,1.0,FATAL
394,2018-0104,2018-10-01,CONDUCTOR,MOTO,MASCULINO,22.0,FATAL
395,2018-0105,2018-10-03,PEATON,PEATON,FEMENINO,56.0,FATAL
396,2018-0106,2018-10-04,CONDUCTOR,MOTO,MASCULINO,27.0,FATAL
397,2018-0107,2018-10-06,PEATON,PEATON,FEMENINO,62.0,FATAL
398,2018-0108,2018-10-09,CONDUCTOR,MOTO,MASCULINO,37.0,FATAL
399,2018-0109,2018-10-10,PEATON,PEATON,MASCULINO,34.0,FATAL
400,2018-0110,2018-10-13,PEATON,PEATON,MASCULINO,60.0,FATAL
401,2018-0111,2018-10-19,CONDUCTOR,MOTO,MASCULINO,28.0,FATAL
402,2018-0112,2018-10-24,CONDUCTOR,MOTO,FEMENINO,28.0,FATAL
403,2018-0113,2018-10-25,CONDUCTOR,MOTO,MASCULINO,20.0,FATAL
404,2018-0114,2018-10-30,CONDUCTOR,MOTO,MASCULINO,23.0,FATAL
405,2018-0115,2018-10-31,PEATON,PEATON,MASCULINO,42.0,FATAL
406,2018-0116,2018-11-01,PEATON,PEATON,MASCULINO,48.0,FATAL
407,2018-0117,2018-11-04,CONDUCTOR,MOTO,MASCULINO,30.0,FATAL
408,2018-0118,2018-11-05,PEATON,PEATON,FEMENINO,80.0,FATAL
409,2018-0119,2018-11-05,PEATON,PEATON,FEMENINO,32.0,FATAL
410,2018-0120,2018-11-09,PEATON,PEATON,FEMENINO,51.0,FATAL
411,2018-0121,2018-11-09,PEATON,PEATON,FEMENINO,72.0,FATAL
412,2018-0122,2018-11-12,CONDUCTOR,AUTO,MASCULINO,33.0,FATAL
413,2018-0123,2018-11-12,CONDUCTOR,AUTO,MASCULINO,25.0,FATAL
414,2018-0124,2018-11-15,CONDUCTOR,CARGAS,MASCULINO,44.0,FATAL
415,2018-0125,2018-11-16,PEATON,PEATON,MASCULINO,29.0,FATAL
416,2018-0126,2018-11-18,CONDUCTOR,MOTO,MASCULINO,27.0,FATAL
417,2018-0127,2018-11-19,CONDUCTOR,MOTO,MASCULINO,29.0,FATAL
418,2018-0128,2018-11-25,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,FATAL
419,2018-0128,2018-11-25,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39.0,FATAL
420,2018-0129,2018-11-28,CONDUCTOR,MOTO,MASCULINO,37.0,FATAL
421,2018-0130,2018-12-03,CONDUCTOR,MOTO,MASCULINO,,FATAL
422,2018-0131,2018-12-07,CONDUCTOR,MOTO,MASCULINO,29.0,FATAL
423,2018-0132,2018-12-12,PEATON,PEATON,MASCULINO,70.0,FATAL
424,2018-0133,2018-12-12,PEATON,PEATON,FEMENINO,60.0,FATAL
425,2018-0134,2018-12-12,PEATON,PEATON,MASCULINO,56.0,FATAL
426,2018-0135,2018-12-18,PEATON,PEATON,MASCULINO,80.0,FATAL
427,2018-0136,2018-12-18,PEATON,PEATON,FEMENINO,70.0,FATAL
428,2018-0137,2018-12-18,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0,FATAL
429,2018-0138,2018-12-21,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79.0,FATAL
430,2018-0139,2018-12-22,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28.0,FATAL
431,2018-0140,2018-12-22,CONDUCTOR,AUTO,MASCULINO,78.0,FATAL
432,2018-0141,2018-12-22,PEATON,PEATON,MASCULINO,75.0,FATAL
433,2018-0142,2018-12-25,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32.0,FATAL
434,2018-0143,2018-12-29,CONDUCTOR,MOTO,MASCULINO,22.0,FATAL
435,2019-0001,2019-01-08,CONDUCTOR,MOTO,MASCULINO,25.0,FATAL
436,2019-0002,2019-01-09,CONDUCTOR,AUTO,MASCULINO,32.0,FATAL
437,2019-0003,2019-01-12,CONDUCTOR,MOTO,MASCULINO,23.0,FATAL
438,2019-0004,2019-01-14,CONDUCTOR,AUTO,MASCULINO,71.0,FATAL
439,2019-0005,2019-01-19,CONDUCTOR,MOTO,MASCULINO,43.0,FATAL
440,2019-0006,2019-01-23,PEATON,PEATON,FEMENINO,12.0,FATAL
441,2019-0007,2019-01-26,CONDUCTOR,MOTO,MASCULINO,35.0,FATAL
442,2019-0008,2019-01-30,CONDUCTOR,MOTO,MASCULINO,42.0,FATAL
443,2019-0009,2019-01-31,CONDUCTOR,MOTO,MASCULINO,34.0,FATAL
444,2019-0010,2019-02-02,PEATON,PEATON,MASCULINO,,FATAL
445,2019-0010,2019-02-02,PEATON,PEATON,MASCULINO,59.0,FATAL
446,2019-0011,2019-02-10,PEATON,PEATON,MASCULINO,,FATAL
447,2019-0012,2019-02-17,CONDUCTOR,MOTO,MASCULINO,31.0,FATAL
448,2019-0013,2019-02-20,PEATON,PEATON,MASCULINO,39.0,FATAL
449,2019-0014,2019-02-20,CONDUCTOR,MOTO,MASCULINO,69.0,FATAL
450,2019-0015,2019-02-23,CONDUCTOR,AUTO,MASCULINO,21.0,FATAL
451,2019-0016,2019-02-24,CONDUCTOR,MOTO,MASCULINO,40.0,FATAL
452,2019-0017,2019-03-03,CONDUCTOR,AUTO,MASCULINO,22.0,FATAL
453,2019-0018,2019-03-03,PEATON,PEATON,FEMENINO,29.0,FATAL
454,2019-0019,2019-03-06,CONDUCTOR,MOTO,MASCULINO,,FATAL
455,2019-0020,2019-03-07,CONDUCTOR,MOTO,MASCULINO,43.0,FATAL
456,2019-0021,2019-03-15,CONDUCTOR,MOTO,MASCULINO,23.0,FATAL
457,2019-0022,2019-03-15,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,,FATAL
458,2019-0023,2019-03-16,CONDUCTOR,AUTO,MASCULINO,34.0,FATAL
459,2019-0024,2019-03-19,CONDUCTOR,MOTO,MASCULINO,32.0,FATAL
460,2019-0025,2019-03-22,PEATON,PEATON,MASCULINO,27.0,FATAL
461,2019-0026,2019-03-28,PEATON,PEATON,MASCULINO,,FATAL
462,2019-0027,2019-03-28,CICLISTA,BICICLETA,MASCULINO,37.0,FATAL
463,2019-0028,2019-04-06,PEATON,PEATON,FEMENINO,,FATAL
464,2019-0029,2019-04-07,CONDUCTOR,MOTO,MASCULINO,27.0,FATAL
465,2019-0030,2019-04-09,CONDUCTOR,MOTO,MASCULINO,25.0,FATAL
466,2019-0031,2019-04-12,CICLISTA,BICICLETA,MASCULINO,20.0,FATAL
467,2019-0032,2019-04-16,PEATON,PEATON,FEMENINO,83.0,FATAL
468,2019-0033,2019-04-18,CONDUCTOR,MOTO,MASCULINO,25.0,FATAL
469,2019-0034,2019-04-21,CONDUCTOR,MOTO,MASCULINO,,FATAL
470,2019-0035,2019-04-23,PEATON,PEATON,FEMENINO,75.0,FATAL
471,2019-0036,2019-04-26,CONDUCTOR,MOTO,MASCULINO,34.0,FATAL
472,2019-0037,2019-05-01,CONDUCTOR,MOTO,MASCULINO,17.0,FATAL
473,2019-0038,2019-05-04,PEATON,PEATON,FEMENINO,42.0,FATAL
474,2019-0105,2019-05-05,PEATON,PEATON,FEMENINO,82.0,FATAL
475,2019-0039,2019-05-09,CONDUCTOR,MOTO,MASCULINO,28.0,FATAL
476,2019-0040,2019-05-09,CONDUCTOR,MOTO,MASCULINO,44.0,FATAL
477,2019-0041,2019-05-11,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78.0,FATAL
